code,name,batch,stock,deal,free,mrp,rate,exp,supplier,company
JBMAXAN2,METROGYL ER TABS,G6E9023,20,0,0,56.57,40.41,1/10/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (DIVA)
UQMED,METROGYL-DG GEL FORTE,PGX9030,1,0,0,56.26,40.19,1/10/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (DIVA)
UQMED,METROGYL-DG GEL FORTE,PGX9035,40,0,0,56.26,40.19,1/10/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (DIVA)
JBOFSYR1,NOR METROGYL 0 SYRUP,XWN9052,63,0,0,39.77,28.41,1/10/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (DIVA)
JBOFM,OFM SYR,XOM9052,15,0,0,39.77,28.41,1/10/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (DIVA)
UQRMS,RANTAC-MPS SYP,PR59036,49,9,1,101.08,72.2,1/10/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED
FDC1A,1-AL 5MG TABS ***,079K024,-25,0,0,26.2,18.72,1/10/2021,LAKSHMI BALAJI AGENCIES       HYDERABAD,F.D.C. INDIA LIMITED
FDC1A,1-AL 5MG TABS ***,079K025,5,0,0,26.2,18.72,1/10/2021,LAKSHMI BALAJI AGENCIES       HYDERABAD,F.D.C. INDIA LIMITED
SGAT1,ACITROM-1MG TAB**,ACF9004,17,0,0,219,156.42,1/10/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ABBOT
INHMR,HIFENAC-MR TABS **,KY2189,50,0,0,71,50.71,1/10/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,INTAS
BLUMD,MEFTAGESIC DS SUSP,ZQL19174,4,9,1,54.5,38.93,1/10/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,BLUECROSS-LABS(GOLDCROSS) LTD
ALTOS,TAXIM-O DRY SYR,19460925,200,0,0,47.47,33.91,1/10/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ALKEM (PHARMA)
TELARIS,TELVAS AM`` TABS,B615L219,35,0,0,64,45.71,1/10/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,GENARAL COMPANY
LUE25,ESIFLO 250 TRANS**,U902209,7,0,0,369.9,264.21,1/10/2021,LAKSHMI VENKATESWARA PHARMA   HYDERABAD,LUPIN
NAPDOM250,NAPRODOM 250MG TABS**,NPA19001,82,0,0,49.39,35.28,1/10/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,GENARAL COMPANY
RLRFT,RIBOFLAVIN TABS **,R19421122,462,0,0,6.95,4.98,1/10/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,RALLIS INDIA LIMITED
ICTTS,TETMOSAL SOAP **,TTF9028,113,0,0,80.8,54.79,1/10/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,I.C.I. INDIA LIMITED
GENVICINH,VICKS INHALER,932801,1,0,0,1000,730,1/10/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,GENARAL COMPANY
ZINCN,ZINCOVIT TABS**,ZVT20058,1,0,0,90,61.03,1/10/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,APEX
MACAL,ALKARATE SYRUP,KAU909A,20,10,1,75.75,54.1,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACIT,IT - MAC 100 CAPS,KIB940A,30,9,1,99.7,71.22,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACI2,IT - MAC 200 CAPS,KIC991A,5,9,1,156.8,112,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACLT,LT MAC CREAM,KLI919B,6,0,0,155,110.71,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACLM,MACPOD 50 DRYSYRUP,LMH937A,29,10,1,78,55.71,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MLMPO,MACPOD-O TAB,LMG919A,10,0,0,190,135.71,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACTH,THYROX 100 BOTT,MTD989A,1,0,0,131.04,93.6,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) HD
MACTR,THYROX 75MG TAB,MTC980A,19,0,0,142.24,101.6,1/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) HD
MANBU,BRUTAFLAM-90 TAB,B5HPS009,18,11,1,96.62,69.01,1/10/2021,MAGNET LABS PVT LTD           HYDERABAD,MAGNET LABS PVT LTD (MANKIND)
MANDD,DOLOKIND PLUS TABS,G8IAS079,208,5,1,51.49,36.78,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANDK,DOLOKIND TABS,B1ALS021,10,9,1,26.55,18.96,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANGL,DYNAGLIPT TAB,A4DZS025,26,0,0,71.5,51.07,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MAND1,GLIMESTAR-1 TABS,B6IAS027,58,0,0,26.46,18.9,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MAND6,LIZOFORCE 600 TABS,B6BPS040,35,0,0,140,100,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKMDZ,MAHACORT-DZ 6 TABS,E2AGS015,57,0,0,79.02,56.44,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANMI,MANKINDS PLACIDA PLUS TABS,A9HPS015,24,11,1,115.5,82.5,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANNO2,MONTICOPE A TAB,A7GKS036,4,11,1,141.71,101.22,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANNO2,MONTICOPE A TAB,A7GKS037,12,0,0,141.71,101.22,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKMKT,MONTICOPE-KID TAB,E7BES022,6,0,0,62.79,44.85,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKNPS,NOBEL PLUS SUSP,C1ABS047,78,11,1,40,28.57,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKRNO,RANIDOM-O TABS,G2AGS027,7,11,1,43.92,31.37,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKTMF,TEXAKIND-MF TABS,C0HSS053,1,11,1,209.3,149.5,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKZPT,ZENFLOX PLUS TABS,C4AKS038,24,11,1,135,96.43,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKZPT,ZENFLOX PLUS TABS,C4AKS038,120,11,1,135,96.43,1/10/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
122262R,ATEKIND-50 TABS,A4ALS006,20,0,0,20.43,14.59,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANHS,HISTAFREE SUSP,F2ADS099,36,11,1,78.9,56.36,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANH1,HISTAFREE-120MG TABS,F4AFS018,16,11,1,93.6,66.86,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANHI,HISTAFREE-M TABS,H2HPS021,18,11,1,137.5,98.21,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANTF,THERMOKIND-F GEL,F3ALS189,24,11,1,112.72,80.51,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MKURK,URIKIND TABS,C2HSS039,36,11,1,139,99.29,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANZ2,ZADY-250MG TABS,H5AGS033,18,5,1,107.45,76.75,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANZ5,ZADY-500MG TABS,H6AGS040,30,5,1,108.97,77.84,1/10/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANAL,ALOGRACE CREAM,A2JJS059,24,11,1,150,101.7,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MANG1,GUDCEF 100 DRY SYRUP,A2FHS048,26,11,1,121,86.43,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGD1,GUDCEF 100MG TABS,B4AKS034,23,10,1,114.95,82.11,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGDS,GUDCEF DRY SYRUP,B1AKT033,1,11,1,81,57.86,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGDS,GUDCEF DRY SYRUP,B1AKT033,-1,0,0,81,57.86,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGPT,GUDCEF PLUS TABS,C9AKS030,1,11,1,185,132.14,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKHC2,HICOPE-25MG TABS,F9BES027,3,9,1,54.45,38.89,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKHC2,HICOPE-25MG TABS,F9BES029,30,9,1,54.45,38.89,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKIBU,IBUKIND PLUS SUSP,C8ABS026,17,0,0,23.07,16.48,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
LSTER,MATCH_PLUS4X TAB,A1CXS012,14,5,1,152.27,108.76,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKUKK,URIKIND-K SYRUP,U1ABS028,15,11,1,59.89,42.78,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKUKK,URIKIND-K SYRUP,U1ABS029,60,11,1,59.89,42.78,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKV15,VENTIDOX -M,H4HPS044,6,11,1,72.6,51.86,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKV15,VENTIDOX -M,H4HPS045,36,0,0,72.6,51.86,1/10/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKASG,ACNESTAR GEL,K2AIS037,73,5,1,100,71.43,1/10/2021,MANKIND PHARMA (SPECIAL)      HYDERABAD,MANKIND(SPECIAL)
122264R,BANDY PLUS SUSP,B0AGS033,14,0,0,30,21.43,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122267R,CEFAKIND-250 TABS,C7AES041,23,11,1,173.03,123.59,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122270R,D3 MUST 60K TABS,D5HPS019,36,0,0,68.83,49.16,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKDAA,DOLOKIND -AA TABS,H4AHS019,38,0,0,80.52,57.51,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MANKILEC,LECOPE SYRUP,D9AGS020,5,0,0,35.2,25.14,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122274R,LECOPE-M KID TABS,E4BES012,18,0,0,62.7,44.79,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKMHP,MAHACEF PLUS TABS,B8AKS076,120,11,1,135,96.43,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKMHP,MAHACEF PLUS TABS,B8AKS070,1,11,1,135,96.43,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MANOP,ORAWAYAS PASTE,C6S024,12,11,1,62.79,44.85,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKRNF,RANIDOM (NF) TABS,G1AGS185,48,9,1,61.1,43.64,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122294R,SOLOPOSE-0.5 MD TABS,G0FZS017,30,0,0,54.45,38.89,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND(NOBELIS)
122294R,SOLOPOSE-0.5 MD TABS,G0FZS018,60,0,0,54.45,38.89,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND(NOBELIS)
122297R,TELMIKIND-40 TABS,B5IAS207,696,0,0,34.04,24.31,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MANTH,TELMIKIND-AMH TABS,C9IAS024,21,0,0,73.2,52.29,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122299R,TELMIKIND-H TABS,B1IAS151,582,0,0,60.5,43.21,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKZXE,ZENFLOX EYE DROP,D0AQS011,23,12,1,39.93,28.52,1/10/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MEDKES4,KETO 4S CREAM,HKT213,19,5,1,84,60,1/10/2021,MED MANOR ORGANICS PVT LT     HYDERABAD,MED MANOR ORGANICS (GLORIA)
MERBE,BETAMIL GM CREAM,M13FR20057,3,0,0,29.94,21.38,1/10/2021,MERCK LIMITED                 HYDERABAD,MERCK
MR1KW,K-WIN AMPS,19302514,28,9,1,198,141.4,1/10/2021,MERCURY LABORATORIES          SECUNDRABAD,MERCURY LABORATORIES LTD
MEPAN,PANGS AT TABS,19110802,20,0,0,72,51.43,1/10/2021,MERCURY LABORATORIES          SECUNDRABAD,MERCURY LABORATORIES LTD
PDCMA,CHLOROMYCTIN APL CAP,92068120U,18,0,0,79.81,61.43,1/10/2021,PFIZER LIMITED HYDERABAD,PFIZER(TEAM 5 MAGANEM)
PZMP2,MINIPRESS XL 2.5 TAB,DD6779,19,0,0,415.23,296.59,1/10/2021,PFIZER LIMITED HYDERABAD,PFIZER(TEAM 5 MAGANEM)
PZMP5,MINIPRESS XL 5  TAB,DC7963,3,0,0,470.6,336.14,1/10/2021,PFIZER LIMITED HYDERABAD,PFIZER(TEAM 5 MAGANEM)
SUGP1,GEMER-P1 TAB**,ESU1804,14,0,0,112,80,1/10/2021,PRUDHVI AGENCIES VIJAYAWADA,SUN PHARMACEUTICAL I LTD
LUPGLCUN,GLUCONORM G2 TAB**,U902321,3,0,0,197.45,141.04,1/10/2021,PRUDHVI AGENCIES VIJAYAWADA,LUPIN
LUPGLCUN3,GLUCONORM SR 1GM TAB**,J901738,11,0,0,59.01,42.15,1/10/2021,PRUDHVI AGENCIES VIJAYAWADA,LUPIN
SNPCD,PANTOCID-D  TABS **,EMU3049,29,0,0,96.5,68.93,1/10/2021,PRUDHVI AGENCIES VIJAYAWADA,SUN PHARMACEUTICAL I LTD
USEG2,ERYTOP GEL **,EG9044,9,0,0,133.09,101.4,1/10/2021,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
USGNM,GLYNASE MF TABS **,13013828,-1,0,0,16.85,12.03,1/10/2021,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
RBHGS,HEPTOGLOBAN SYR,B01C19260,50,19,1,205,146.43,1/10/2021,"RAPTAKOS,BRETT & COMPANY      HYDERABAD",RAPTOKOS BRETT
GENZOR2,ZORYL M2 FORTE TABS**,NY2770,3,0,0,170,121.43,1/10/2021,RAVINDRA PHARMACEUTICALS VIJAYAWADA,INTAS
BIOSYD,SYSPAN D TABS,ACPD9014E,42,10,2,99,74.02,1/10/2021,S.R.R. PHARMA          HANAMKONDA,BIOSYS HEALTH CARE
GLEC2,CANDIDERMA+CREAM,11192084,240,5,1,141.5,101.07,1/10/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK PHARMA
GNTCN,CANDITRAL 100 MG CAP,5190882,37,0,0,197,140.71,1/10/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK PHARMA
GRES4,ESOZ 40MG TABS,EZ2P9003,18,0,0,152.76,109.11,1/10/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GRACEWELL (INTEGRACE)
GWKP1,KEFPOD 100MG TAB,67190200,20,9,1,85.5,61.07,1/10/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (RESPICARE)
GLETBT,TELMA BETA 25MG TABS,18191326,15,0,0,154,110,1/10/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (ZOLTAN)
HOA12,ALLEGRA 120MG TAB,9NA0088,45,0,0,168.17,120.12,1/10/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
ARIT4,TELVAS 3D TABS,S813L029,2,0,0,78.57,56.12,1/10/2021,SARADA PHARMACY      MADHIRA,ARISTO (TASK FORCE)
PPLPT,LYMPEDIM TAB,PPB01908,30,0,0,158.6,113.28,1/10/2021,SRI SAI KRISHNA DISTRIBUTORS  HYDERABAD,PHARMA PRODUCTS P LTD
PARMOO,MOOV SPRAY ACTIV**,B19084A,142,0,0,60,47.7,1/10/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
RBCER,CERUVIN A CAPS,EMU3441,5,0,0,73.5,52.5,1/10/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CORONUS)
RACPT,CIFRAN CT TABS,AB01111,17,0,0,117.5,83.93,1/10/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY(MAXXIM)
CLGP2,GENTALENE PLUS CREAM,AA92205,9,0,0,99.5,71.07,1/10/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
CLGPC,GENTALENE PLUS CREAM,AA92207,76,0,0,56.5,40.36,1/10/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
CLGPC,GENTALENE PLUS CREAM,AA92207,3,0,0,56.5,40.36,1/10/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
RASV5,STORVAS  5MG TABS,EMU2945A,20,0,0,87.25,62.32,1/10/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY-2
UCA5V,AMPOXIN 500MG VIAL,ZGJ4F062,70,10,1,23.08,16.49,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (UVA)
TOCG5,CALCIGARD-5MG CAPS,S177F005,40,0,0,12.95,9.25,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRDE,DEPLATT TABS,2Y32F035,20,0,0,84.9,60.64,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRX,NEXPRO-RD 40MG CAPS,RF1319097,20,0,0,148.55,106.11,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (PRIMA)
TORRX,NEXPRO-RD 40MG CAPS,RF1319098,-20,0,0,148.55,106.11,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (PRIMA)
ELSHD,SHELCAL HD TAB,GAY90062,30,0,0,94.05,67.18,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (B- WELL)
TORSX,SHELCAL XT TAB,GBR90176,16,0,0,312.12,222.94,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (B- WELL)
EDSCM,SHELCAL-M TAB,GBA90048,3,0,0,107.45,76.75,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (B- WELL)
TORR2,VELOZ 20 TABS,2D56F015,11,0,0,128.65,91.89,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (VISTA)
TORRM2,VOGLITOR MF 0.2 TABS,2EZ6F001,17,0,0,51.25,36.61,1/10/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
FDC1A,1-AL 5MG TABS ***,079K025,150,0,0,26.2,18.71,1/10/2021,TRINETRA PHARMA    HYDERABAD,F.D.C. INDIA LIMITED
FDC1S,1-AL SYRUP ***,489K002,32,0,0,34.8,24.86,1/10/2021,TRINETRA PHARMA    HYDERABAD,F.D.C. INDIA LIMITED
FDC1S,1-AL SYRUP ***,489K002,120,0,0,34.8,24.86,1/10/2021,TRINETRA PHARMA    HYDERABAD,F.D.C. INDIA LIMITED
LGDWE,DEWAX EAR DROPS**,CDX473,37,10,2,95.99,68.57,1/10/2021,TRINETRA PHARMA    HYDERABAD,LEGEND DRUGS & FORMS
SUNGM,GLUCORYL M1 TAB,19442867,2,0,0,138,98.57,1/10/2021,TRINETRA PHARMA    HYDERABAD,ALKEM DIABETOLOGY
SUNG2,GLUCORYL M2 TAB,19442747,10,0,0,189,135,1/10/2021,TRINETRA PHARMA    HYDERABAD,ALKEM DIABETOLOGY
LUPKETO,KETOFLAM-P TABS**,SW1981931K,7,0,0,126.9,90.65,1/10/2021,TRINETRA PHARMA    HYDERABAD,LUPIN
H&HHHF,HHFUDIC CREAM,H115,3,0,0,269,192.14,1/10/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (DERMATOLOGY)
H&HPRN,PROPYDERAM NF CREAM,H112,4,0,0,159,113.57,1/10/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (VITALITY)
H&HPRN,PROPYDERAM NF CREAM,H112,25,0,0,159,113.57,1/10/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (VITALITY)
VEF120,FEPANIL 120 SYR,FOH9M27,110,10,1,34.78,24.84,1/10/2021,VERITAZ HEALTHCARE LIMITED    HYDERABAD,VERITAZ HEALTHCARE LIMITED
VIBSV,BIOSULPHA VIAL,BM1908,50,0,0,144,97.66,1/10/2021,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
VIEL5,ENROGEN LIQ,LEN19018,20,0,0,540,292.32,1/10/2021,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
VIOT5,OXY-100MG VIAL,DS1904,34,0,0,72,50.4,1/10/2021,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
VITS1,TYSIN-100MG VIAL,TD1904,17,0,0,102,69.18,1/10/2021,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
PDGMT,GELUSIL-MPS TABS,918039G,101,0,0,16.5,11.79,1/10/2021,VIJAYA DURGA AGENCIES   VIJAYAWADA,PFIZER (PAIN)
ASM21,MONOCEF-O 200MG TAB,B198L089,69,9,1,145,103.57,1/10/2021,VIJAYA DURGA AGENCIES   VIJAYAWADA,ARISTO PHARMA
JWWL1,WYSOLONE 10MG TAB,75403S,324,0,0,20.72,15.94,1/10/2021,VIJAYA DURGA AGENCIES   VIJAYAWADA,PFIZER (PAIN)
IPZD1,ZERODOL-100MG **,CSW0890007,40,0,0,42.58,30.42,1/10/2021,VIJAYA DURGA AGENCIES   VIJAYAWADA,IPCA
RBZYT,ZYTEE GEL (TUB),T19097,10,0,0,97,69.29,1/10/2021,VIJAYA DURGA AGENCIES   VIJAYAWADA,GENARAL COMPANY
WLPS5,PERSOL-AC 5% GEL,1343,20,0,0,160,114.29,1/10/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE-2
WALLGP1,WALAPHAGE G-1 TABS,GIR9018,20,0,0,60.15,42.97,1/10/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
BIBT1,BIOTAX 1GM VIAL,F900872,4,5,1,37.06,26.47,1/10/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
BIBT5,BIOTAX 500MG VIAL,F900869,1,8,2,22.28,15.91,1/10/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
CYFGA,FALCIGO VIAL,AAV1117,1870,0,0,224.58,171.11,1/10/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS CADILA
BIOSU,SULBACEF 1GM INJ,F900949,84,0,0,174.2,124.43,1/10/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
HOAR2,AMARYL 2MG TAB,9NA0015,4,0,0,179.76,128.4,1/10/2021,,AVENTIS PHARMA
MIALH,AMLONG H TAB ***,AMES0049,22,0,0,97,69.29,1/10/2021,,MICRO LABS
PBLL1,LIVO-LUK SYR,57319011,6,0,0,112.35,92.24,1/10/2021,,PANACEA-BIOTEC LTD(PROCARE)
SUNP20,PANTOCID 20MG TABS** 15`S,EMU1248,12,0,0,105,75,1/10/2021,,SUN PHARMACEUTICAL I LTD
SUNP20,PANTOCID 20MG TABS** 15`S,EMU1248,20,0,0,105,75,1/10/2021,,SUN PHARMACEUTICAL I LTD
CIJIL,JUNIOR LANZOL,BA93035,3,0,0,122.21,87.29,30/09/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
DRKCI,K-CIT SYRUP,BKT9125,10,0,0,172.7,123.36,30/09/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PFD)
DXRC1,RECLIDE-80MG TAB,E901413,18,0,0,99.5,71.07,30/09/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
MDCFO,CEFOLAC-O 200MG TABS,LCH923A,30,0,0,145,103.57,30/09/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACEB,ETIZOLA BETA 0.25MG,KEN903C,11,0,0,42,30,30/09/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
MACEL,ETIZOLA BETA 0.50,KEO902B,27,0,0,68.5,48.93,30/09/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
MACLD,MACPOD 100 ORAL SUSP,LMI924A,30,0,0,143,102.14,30/09/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACNEX,NEXOVAS 20MG TABS,KNE905A,20,0,0,142.75,101.97,30/09/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
